id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3yJC2QZqAm1i2wSob2Cpyv,Alone At Last,5,191173,0,['The Southern Serenaders'],['6aBqqbACwuEo7wFkex4zA1'],1923,0.66,0.184,10,-13.993,1,0.0322,0.996,0.941,0.305,0.43,107.328,4
43WZyNbzOJOnKQStu8if8E,St. Louis Blues - Alternate Take B,5,176333,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.68,0.47,11,-8.644,0,0.11,0.912,0.907,0.0819,0.946,181.038,4
46ddI0x8tLiOjDFqb2TQ5R,Papa De Da Da,7,178827,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.673,0.132,10,-15.685,1,0.0771,0.995,0.108,0.26,0.587,105.5,4
4Bk8r390pyafdSPtWoUKwz,I Must Have That Man,5,191307,0,['Lillie Delk Christian'],['70dErSfvbf7mmBdroUIyvf'],1923,0.851,0.221,8,-12.89,0,0.0932,0.953,7.36E-06,0.0692,0.651,116.444,4
4E0HHRQlEdBFhsQHrKWXRR,When You're Smiling - Non Vocal Take,6,169733,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.5,0.193,10,-10.373,1,0.0347,0.984,0.744,0.227,0.624,147.29,4
4Ewzp7BFfvcXofZnvrYwFx,I Can't Give You Anything But Love,5,213000,0,['Louis Armstrong & His Savoy Ballroom Five'],['1TxfZgmlWImcpYwIP8F157'],1923,0.66,0.118,7,-13.172,1,0.0648,0.951,0.452,0.0841,0.577,108.305,4
4PD69KQwh9GccLW2647tTL,Gully Low Blues,6,194293,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.679,0.144,3,-14.081,1,0.0975,0.933,0.168,0.0915,0.82,108.832,4
4m1Th0JSQkevDsHiOpoxlQ,Basin Street Blues - rec. 1928,6,197067,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.561,0.353,10,-9.617,1,0.0538,0.971,0.13,0.922,0.514,107.711,4
4qTkOBmwGFamB3V9QEFwDS,When Your Lover Has Gone,5,184533,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.454,0.233,7,-11.394,0,0.0433,0.968,0.0333,0.218,0.496,119.956,4
4t1G1nGmPOms95TB9wz8FF,Naughty Man,7,179360,0,['Fletcher Henderson & His Orchestra'],['3ZeU30PhqVBalNYg2SFNZN'],1923,0.59,0.268,3,-14.313,1,0.0725,0.995,0.252,0.646,0.848,189.266,4
4ubnmGMXNLgQpj5YKoldMm,Sugar Foot Stomp,7,169267,0,['Fletcher Henderson & His Orchestra'],['3ZeU30PhqVBalNYg2SFNZN'],1923,0.78,0.207,10,-14.127,1,0.0771,0.983,0.0291,0.101,0.879,100.376,4
4yZ7B7yoMjDMH4oInYA36l,Mahogany Hall Stomp,7,194227,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.642,0.274,3,-9.874,1,0.101,0.83,0.898,0.0398,0.767,184.923,4
5CwOaZmAAsFfbQ5qCKS6sn,I'm Confessin' (That I Love You),7,201200,0,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],['0ceJesJTMQFYalVhYf4aed'],1923,0.479,0.14,3,-14.753,1,0.0725,0.988,0.65,0.153,0.415,81.674,4
5EFXgEnibXPumWosZtJqkx,I Can't Believe That You're In Love With Me,6,183800,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.579,0.204,0,-12.634,1,0.0804,0.928,0.00459,0.0901,0.75,154.333,4
5EMxMmB4iSzA8jMNgLcTtO,Song Of The Vipers,5,171533,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.553,0.255,10,-8.575,1,0.0874,0.975,0.804,0.531,0.638,181.769,4
5SM5voPROPhpgLuqRpGnNp,Good Time Flat Blues,6,192200,0,['Maggie Jones'],['7EwPtp3HM2j3uiexxubIU8'],1923,0.551,0.196,0,-14.692,1,0.0594,0.995,0.00325,0.384,0.534,76.598,4
5WfYFtwzOo8Ne7DA1qhtWl,Cake Walking Babies (From Home),6,175573,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.634,0.435,7,-12.422,0,0.0474,0.995,0.881,0.204,0.84,121.516,4
5c6hPSOnuiLnTve5b9s7ZS,Potato Head Blues,7,175227,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.587,0.29,5,-10.463,1,0.177,0.936,0.254,0.115,0.929,183.352,4
5eXOIVUkW17FqnEoLR2wTX,Stardust,5,213667,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.614,0.298,3,-11.004,0,0.0541,0.97,0.646,0.0514,0.772,122.319,4
5pIiw01BoIPnkQQI1AZHQL,T.N.T.,7,171373,0,['Fletcher Henderson & His Orchestra'],['3ZeU30PhqVBalNYg2SFNZN'],1923,0.809,0.408,1,-12.035,1,0.0846,0.942,0.0398,0.307,0.89,113.494,4
5rgmvqVTH38BKIhzEHanMq,Low Land Blues,5,172973,0,"['Bertha ""Chippie"" Hill']",['1sPDyROEgOvKQlReOg874E'],1923,0.492,0.115,9,-15.788,1,0.0898,0.98,0.0,0.037,0.465,172.971,4
6JLKiy1LMbmYY8JOM38UR9,Cornet Chop Suey,5,194267,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.558,0.19,3,-14.621,1,0.0869,0.995,0.572,0.113,0.692,170.066,4
6TBNeFMHsIarzHz8cz74KA,Too Busy,5,173173,0,['Lillie Delk Christian'],['70dErSfvbf7mmBdroUIyvf'],1923,0.603,0.286,7,-13.73,1,0.0806,0.99,0.000713,0.0682,0.882,176.566,4
6azxqS9u7eO5DslqJCWMNd,Knockin' A Jug - 78 rpm Version,6,193760,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.788,0.395,10,-14.032,1,0.301,0.882,0.844,0.124,0.676,113.336,4
7H5X09Fl9MN0FhICH4TSF6,Listen To Ma,5,198467,0,"['Hociel Thomas', 'Louis Armstrong']","['0bygS9pra5BkFbVaKwHVqw', '19eLuQmk9aCobbVDHc6eek']",1923,0.536,0.128,2,-13.093,1,0.0435,0.988,0.0,0.314,0.564,91.937,4
00osj4z3S7XekDAuQVChIu,Chapter 1.10 - Król Maciuś Pierwszy,0,128900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.698,0.29,1,-19.408,0,0.954,0.819,0.0,0.326,0.801,72.893,4
01BTcfGn8BF6ezah92vKyz,Chapter 10.4 - Król Maciuś Pierwszy,0,126600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.61,0.214,1,-19.986,1,0.958,0.767,0.0,0.16,0.771,187.388,3
01lXmkENsxJJzkco2mcVTi,Chapter 5.15 - Król Maciuś na wyspie bezludnej,0,128800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.662,0.161,1,-22.15,1,0.944,0.66,1.07E-06,0.118,0.655,94.664,4
02J9nBVAnBTQkBObYuMoVH,Chapter 5.21 & Chapter 6.1 - Król Maciuś na wyspie bezludnej,0,147400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.719,0.238,8,-18.401,1,0.929,0.668,0.0,0.135,0.621,118.615,4
03g4RX0WDEnJ9KDs5aa73z,Chapter 7.20 & Chapter 8.1 - Król Maciuś Pierwszy,0,140900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.613,0.238,6,-20.405,1,0.956,0.835,0.0,0.362,0.785,64.971,4
04jqhYBmxWLKlZ9ggYxOah,Chapter 9.11 - Król Maciuś Pierwszy,0,152000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.715,0.229,1,-19.384,1,0.937,0.724,0.0,0.15,0.683,126.104,1
07rwzJ4beSPUpljKx9jpn6,Chapter 2.13 - Król Maciuś na wyspie bezludnej,0,148300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.675,0.293,5,-17.57,1,0.948,0.9,0.0,0.262,0.742,146.67,3
08ie5iqXXqWU0x1FVb2bAy,Chapter 1.6 - Król Maciuś na wyspie bezludnej,0,133600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.699,0.245,1,-20.119,1,0.946,0.702,0.0,0.152,0.723,90.397,4
0Ai126YgdNANSa8etSr2r1,Chapter 2.21 & Chapter 3.1 - Król Maciuś Pierwszy,0,132200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.691,0.18,1,-20.988,1,0.95,0.649,0.0,0.168,0.67,49.688,4
0CvmUvqBk83K7aD1FitfXn,Sol Mio - Remasterizado,0,172187,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1923-07-09,0.501,0.39,2,-14.475,1,0.05,0.995,0.963,0.173,0.807,83.162,4
0DwsyNFrOKmKZobZ2q5gHv,Chapter 1.13 - Król Maciuś Pierwszy,0,141300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.751,0.257,5,-18.824,0,0.931,0.742,0.0,0.375,0.803,109.527,5
0FKXiIKpbpwYC25lZPCidt,Chapter 5.4 - Król Maciuś Pierwszy,0,136200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.641,0.236,1,-18.421,1,0.957,0.828,0.0,0.409,0.637,86.508,3
0FYPNQ4pPdPxyurQiYOp7W,Chapter 3.12 - Król Maciuś Pierwszy,0,131100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.718,0.209,1,-20.262,1,0.919,0.691,0.0,0.238,0.677,112.027,4
0FYbI0Aet1rIc2Wyzu5Kfb,Chapter 2.6 - Król Maciuś na wyspie bezludnej,0,132000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.73,0.277,1,-18.177,1,0.954,0.735,0.0,0.204,0.626,78.644,4
0GBMsGrBHw8rifEpXZabKx,Le Moment De M'en Aller,0,139707,0,['Dranem'],['4CS6boY7NQGD74SkUvlqp4'],1923,0.653,0.319,7,-13.706,1,0.0519,0.988,0.0,0.266,0.686,102.225,4
0GkpS6KjxFsNt61hOpB2j9,La Payasa - Remasterizado,0,152947,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1923-03-29,0.47,0.28,11,-19.32,1,0.129,0.992,0.926,0.107,0.597,130.445,4
0IZWellIz78J9J2ef3djZ7,Chapter 5.19 - Król Maciuś Pierwszy,0,127000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.72,0.261,10,-18.65,0,0.947,0.794,0.0,0.133,0.767,121.381,3
0JTkhdnSpIupvyzRctzhPZ,Chapter 5.19 - Król Maciuś na wyspie bezludnej,0,141100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.667,0.244,5,-18.571,1,0.954,0.451,0.0,0.135,0.527,79.279,4
0Jz6ef3RtrtJVsDF0gx3Xl,Chapter 5.15 - Król Maciuś Pierwszy,0,130200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.705,0.268,2,-19.633,1,0.945,0.729,0.0,0.139,0.826,81.718,4
0KXO1gJQlaOamDZABOqk1t,Chapter 8.9 - Król Maciuś Pierwszy,0,150200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.687,0.167,1,-21.535,1,0.944,0.812,0.0,0.211,0.665,136.426,3
0LT4at4Sxly6ehB7tRkLtT,Chapter 10.2 - Król Maciuś Pierwszy,0,129500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.715,0.186,1,-22.006,1,0.927,0.74,0.0,0.207,0.73,124.124,5
0LX5xrQbNs2yCFKKwKHXUQ,Chapter 4.13 - Król Maciuś na wyspie bezludnej,0,138900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.636,0.215,1,-19.187,1,0.946,0.733,0.0,0.213,0.542,84.877,4
0Ms9iZZBTjHXVB8IqbKkds,Chapter 5.14 - Król Maciuś Pierwszy,0,137200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.71,0.278,1,-18.837,1,0.945,0.831,0.0,0.155,0.68,110.19,4
0NPmKi0NIGvQg1GC0oLf4P,Chapter 3.17 - Król Maciuś Pierwszy,0,144000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.706,0.211,5,-21.041,0,0.943,0.848,0.0,0.148,0.722,107.857,3
0ODKriM44PpgWBpojhUzrM,Chapter 9.16 - Król Maciuś Pierwszy,0,131900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.737,0.253,1,-19.73,1,0.938,0.827,0.0,0.162,0.828,96.814,3
0QfWOoNZibrxHpzdKWEHBZ,When It's Sleepy Time Down South,4,200200,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.527,0.178,3,-14.814,1,0.0793,0.989,9.85E-06,0.104,0.37,105.093,4
0Rk3mOSqpu2pr2abc4wfRw,Chapter 6.18 - Król Maciuś Pierwszy,0,168400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.629,0.246,1,-19.847,0,0.957,0.791,0.0,0.217,0.675,171.146,4
0SAlJrwVKPXHFA0BASq88o,Chapter 4.20 & Chapter 5.1 - Król Maciuś na wyspie bezludnej,0,139400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.708,0.179,1,-21.571,1,0.941,0.735,0.0,0.214,0.681,128.508,3
0SSvpErgx97kJ17MEHiPpp,Chapter 1.11 - Król Maciuś Pierwszy,0,129400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.675,0.262,1,-19.376,1,0.951,0.779,0.0,0.208,0.816,85.357,4
0UBt1BLhBKHJKBxomaTBmD,Chapter 7.13 - Król Maciuś Pierwszy,0,130500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.712,0.27,1,-19.509,1,0.942,0.822,0.0,0.192,0.762,127.44,3
0UnNaqhXoMihdyKyFHCcPh,Chapter 3.20 & Chapter 4.1 - Król Maciuś Pierwszy,0,134300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.691,0.243,1,-19.706,1,0.95,0.733,0.0,0.27,0.64,102.029,3
0WBUzUenwyBGqeenzqhEG0,Chapter 1.18 - Król Maciuś Pierwszy,0,136500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.757,0.27,1,-19.441,1,0.939,0.795,0.0,0.132,0.819,103.76,4
0Wi1XhlXoxuZHVhulDK4La,Chapter 6.20 & Chapter 7.1 - Król Maciuś Pierwszy,0,134200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.624,0.25,5,-21.041,0,0.952,0.767,0.0,0.361,0.602,81.702,1
0Y9Sd7SkWFrmMvxJXagqo8,Chapter 2.12 - Król Maciuś Pierwszy,0,133400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.734,0.273,5,-16.869,0,0.955,0.766,0.0,0.126,0.791,91.951,4
0YIo0uq3o867nFkE9I9hf2,Pleadin' for the Blues,4,178707,0,"['Bertha ""Chippie"" Hill', 'Louis Armstrong']","['1sPDyROEgOvKQlReOg874E', '19eLuQmk9aCobbVDHc6eek']",1923,0.661,0.134,2,-12.61,1,0.0763,0.996,0.0011,0.119,0.575,71.497,4
0YSsZU8Ho1rfH6mhj1plVb,Chapter 2.19 - Król Maciuś na wyspie bezludnej,0,132900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.699,0.261,5,-18.666,0,0.956,0.919,0.0,0.152,0.689,54.428,4
0ZLFySfiageV9HiIi5gta0,Chapter 5.13 - Król Maciuś Pierwszy,0,142400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.63,0.262,1,-18.944,1,0.959,0.788,0.0,0.236,0.787,167.846,5
0ZRoSs5icoW5QJvZq0Y73w,Demasiado tarde - en vivo,0,185063,0,['Yiyo y Los Chicos 10'],['6JXytsNesnjzxv4tHWbe9I'],1923,0.583,0.715,11,-2.41,0,0.0287,0.839,0.0,0.363,0.772,104.346,4
0bKuq3fIaF2ut82ip9DQLP,Chapter 7.17 - Król Maciuś Pierwszy,0,131400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.713,0.205,10,-19.485,0,0.937,0.747,0.0,0.387,0.697,110.768,5
0bu5dGUeiK4QwwcC50yWQU,Chapter 7.12 - Król Maciuś Pierwszy,0,139000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.703,0.168,5,-21.155,0,0.958,0.718,0.0,0.319,0.699,83.097,3
0epiP90h88hjRHGk9RIins,Chapter 4.3 - Król Maciuś na wyspie bezludnej,0,144300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.637,0.275,1,-19.782,1,0.962,0.735,0.0,0.158,0.603,163.142,3
0exN2h6nGOlAGbuMKszNnn,Chapter 3.12 - Król Maciuś na wyspie bezludnej,0,153800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.696,0.283,1,-18.499,1,0.951,0.862,0.0,0.181,0.695,137.399,4
0fdCpczLwvzvAyzCGGOZtX,Entre Criollos - Remasterizado,0,174387,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1923-03-29,0.414,0.248,6,-21.685,1,0.0905,0.992,0.884,0.172,0.532,74.088,5
0fuLzjcUhMW9s6NBsDb22L,Tight Like This,4,197627,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.726,0.254,1,-10.298,0,0.124,0.982,0.33,0.0398,0.456,110.86,4
0glAn7LZn0Kt6dpsXs57YL,Chapter 3.6 - Król Maciuś Pierwszy,0,146700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.619,0.239,1,-19.649,1,0.956,0.724,0.0,0.285,0.667,73.748,3
0kT5g4vipDRoyTiYCm7xFE,Chapter 2.19 - Król Maciuś Pierwszy,0,135300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.72,0.195,5,-19.221,0,0.914,0.768,0.0,0.154,0.804,121.394,5
0m0RpNz2xfcMSf9dqs7K12,Chapter 2.9 - Król Maciuś na wyspie bezludnej,0,133900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.717,0.236,1,-18.513,1,0.959,0.737,0.0,0.297,0.68,78.378,3
0o570uhbq2qmtk89zmdApx,Chapter 9.7 - Król Maciuś Pierwszy,0,126600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.701,0.277,1,-18.096,1,0.956,0.771,0.0,0.142,0.52,90.992,3
0oOQqvKFDd1lSCCgncRreZ,Chapter 5.2 - Król Maciuś Pierwszy,0,140000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.688,0.234,4,-20.11,1,0.961,0.78,0.0,0.21,0.7,76.954,4
0oqDrehB6TLZNZk7J4sTKA,To Be In Love,4,186467,0,['Seger Ellis'],['1EQqiD2tkdi1I8ma1cRTu2'],1923,0.564,0.203,4,-11.501,1,0.0743,0.992,5.45E-06,0.457,0.814,160.767,4
0pfb51HxNzI3bNVjKasaKK,Vencida - Remasterizado,0,120093,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1923-03-29,0.572,0.0909,11,-24.536,1,0.139,0.996,0.908,0.246,0.57,131.55,4
0rdxKD0OyIW341nH9tiS1s,Chapter 9.14 - Król Maciuś Pierwszy,0,141400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.716,0.249,5,-18.742,0,0.936,0.882,0.0,0.204,0.75,127.072,1
0s7iHksDgHUDzLhkGoqgmb,Chapter 6.5 - Król Maciuś Pierwszy,0,148200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.651,0.242,1,-20.317,1,0.954,0.798,0.0,0.226,0.804,75.269,4
0t2ZuxdvuQeAjpyV0NVkHg,Chapter 11.6 - Król Maciuś Pierwszy,0,132700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.633,0.243,5,-18.423,0,0.958,0.894,0.0,0.185,0.71,85.432,5
0tfBbHVCxusHAr7AZE5BiN,Chapter 5.20 - Król Maciuś Pierwszy,0,128900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.645,0.225,1,-21.065,1,0.949,0.813,0.0,0.152,0.807,47.193,3
0tlIxalMu5riycAygdPi67,Chapter 1.4 - Król Maciuś Pierwszy,0,125700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.709,0.252,1,-18.895,1,0.939,0.708,0.0,0.222,0.661,130.281,1
0tnNdIjSw8yTZqEOWOPygl,Chapter 8.5 - Król Maciuś na wyspie bezludnej,0,127200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.677,0.251,1,-18.551,1,0.96,0.707,0.0,0.18,0.633,81.54,4
0v8GUuI5YaFIg7U2Nxkgv0,What'll I Do,0,144300,0,['Marie Earth Heart'],['5lrfVtLwGtd055aUIJUgT5'],1923,0.269,0.249,7,-14.86,0,0.0735,0.968,0.00114,0.269,0.143,61.832,4
0vOQzUEthlMh7lVgpYqDX8,Chapter 1.10 - Król Maciuś na wyspie bezludnej,0,128400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.7,0.293,8,-19.05,1,0.928,0.843,0.0,0.18,0.799,106.021,3
0wNiz7sRtFdsNyH0JDLzpZ,Chapter 7.6 - Król Maciuś na wyspie bezludnej,0,135400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.718,0.231,1,-17.897,1,0.961,0.894,0.0,0.138,0.592,70.236,4
0y8AIqjVXEgFYE6cwcGJZA,Chapter 4.9 - Król Maciuś na wyspie bezludnej,0,132700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.706,0.206,1,-19.711,1,0.939,0.633,0.0,0.243,0.563,103.602,5
0zxEXQGoj894oUI5eNU5Iz,Chapter 7.9 - Król Maciuś Pierwszy,0,132500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.719,0.243,1,-19.387,1,0.936,0.889,0.0,0.174,0.826,125.721,3
10GwhMjT2Id4tYFlWvy0We,Chapter 6.6 - Król Maciuś na wyspie bezludnej,0,151200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.686,0.232,1,-19.304,1,0.949,0.781,0.0,0.159,0.643,100.484,4
10qdz1AgvZt7ZKWi58Wutx,"Quiereme,Que ganas me dieron - en vivo",2,416984,0,['Yiyo y Los Chicos 10'],['6JXytsNesnjzxv4tHWbe9I'],1923,0.576,0.672,11,-8.367,1,0.0498,0.485,0.0,0.45,0.824,105.498,4
15cSROWO3jSMwaJeOZTJVM,Chapter 7.17 & Chapter 8.1 - Król Maciuś na wyspie bezludnej,0,143692,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.704,0.16,1,-19.167,1,0.937,0.763,0.0,0.37,0.663,106.817,4
16yeYoHRv1lO9khNgqg7O8,Chapter 6.10 - Król Maciuś na wyspie bezludnej,0,135900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.698,0.21,5,-20.894,1,0.951,0.771,0.0,0.158,0.653,104.778,3
18Mz0fPKHzyrxjQVCA0X2i,Chapter 1.12 - Król Maciuś Pierwszy,0,150800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.715,0.264,1,-19.752,1,0.94,0.742,0.0,0.224,0.767,121.724,4
1AoueZtJ0wwjSDU4npTDnA,Chapter 3.18 - Król Maciuś Pierwszy,0,165500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.64,0.224,6,-17.162,1,0.943,0.855,0.0,0.206,0.717,84.9,4
1B9DQSfiDWhYZmkqbYyonp,C'est Au Bal Musette,0,160907,0,['Gaby Montbreuse'],['1DgyeM38erNK7yB3Tpovwm'],1923,0.435,0.353,2,-14.907,1,0.0992,0.992,0.0,0.303,0.767,77.699,3
1BcOVMn3ZHrqEQle8TULdM,Chapter 9.13 - Król Maciuś Pierwszy,0,129100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.778,0.266,1,-19.104,1,0.95,0.776,0.0,0.34,0.779,59.461,3
1C24gb2rQwSd262BP09DNB,Chanson De Route De Ciboulette,0,141040,0,['Edmée Favart'],['2QW0xmAuyzCQEBkSkytvGG'],1923,0.783,0.341,2,-14.903,1,0.873,0.991,0.0,0.589,0.803,121.287,4
1CGbuEQ7kBcYxtNy4h1u5f,Chapter 2.17 - Król Maciuś Pierwszy,0,135200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.62,0.291,1,-18.068,1,0.955,0.749,0.0,0.251,0.75,180.557,3
1D7D3FLwQ4rCvDWbBtVQho,Chapter 2.7 - Król Maciuś na wyspie bezludnej,0,142500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.666,0.294,5,-19.078,0,0.96,0.735,0.0,0.177,0.628,83.194,4
1De0ODc2bv1ARYoa5E6c51,Chapter 1.11 - Król Maciuś na wyspie bezludnej,0,127300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.762,0.19,1,-21.113,1,0.938,0.651,0.0,0.114,0.762,91.368,5
1GUAkBHHxTxnwMo4Or0TfG,Chapter 4.11 - Król Maciuś Pierwszy,0,139300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.701,0.25,1,-19.262,1,0.953,0.778,0.0,0.19,0.742,78.864,4
1HfsGFkj5HdvEUyiWAr5Bv,Ma Gosse,0,204400,0,['Georgius'],['0Yly6PvJghpLD3Lj8Kvpcj'],1923,0.635,0.285,1,-16.475,1,0.217,0.98,0.0,0.446,0.759,123.849,4
1IM5GNo7ctGQ6cfHS8C6XE,Pala Oyunu,0,175541,0,['Hafız Ahmet Celâl Tokses'],['57E84vHYeaC12Z1Eh4JUfG'],1923-12-18,0.234,0.401,4,-15.225,0,0.04,0.989,0.993,0.393,0.823,77.395,4
